短袖,dyun2 jau6,"
",,,,
短期,dyun2 kei4,"
",,,,
短期内,dyun2 kei4 noi6,"
",,,,
短裙,dyun2 kwan4,"裙子
",,,,
短褛,dyun2 lau1,"外套，外衣，短外套
",,,,
短袜,dyun2 mat9,"
",,,,
短讯,dyun2 seun3,"短信，简讯，短信息
",,,,
断,dyun3,"论
",,,,
断定,dyun3 ding6,"
",,,,
断斤卖,dyun3 gan1 maai6,"论斤卖
",,,,
断估,dyun3 gu2,"瞎猜，乱猜
",,,,
断只卖,dyun3 jek8 maai6,"论个儿卖
",,,,
锻炼,dyun3 lin6,"
",,,,
断…卖,dyun3 maai6,"论…卖
",,,,
断无此理,dyun3 mou4 chi2 lei5,"
",,,,
断案,dyun3 on3,"
",,,,
断然,dyun3 yin4,"
",,,,
断言,dyun3 yin4,"
",,,,
断语,dyun3 yu5,"
",,,,
断壁残垣,dyun6 bik7 chaan4 wun4,"
",,,,
断肠,dyun6 cheung4,"
",,,,
断代史,dyun6 doi6 si2,"
",,,,
断断续续,dyun6 dyun6 juk9 juk9,"
",,,,
断交,dyun6 gaau1,"
",,,,
断气,dyun6 hei3,"
",,,,
断章取义,dyun6 jeung1 cheui2 yi6,"
",,,,
断绝,dyun6 jyut9,"
",,,,
锻练,dyun6 lin6,"
",,,,
断裂,dyun6 lit9,"
",,,,
断奶,dyun6 naai5,"
",,,,
断崖,dyun6 ngaai4,"
",,,,
断念,dyun6 nim6,"
",,,,
断篇残简,dyun6 pin1 chaan4 gaan2,"
",,,,
断送,dyun6 sung3,"
",,,,
断头台,dyun6 tau4 toi4,"
",,,,
𡁯,dyut7,"撅，嘟，撅嘴，嘟嘴
",,,,
𡁯长个嘴,dyut7 cheung4 go3 jeui2,"撅嘴，嘟嘴
",,,,
𡁯起个嘴,dyut7 hei2 go3 jeui2,"撅着嘴，嘟着嘴
",,,,
夺取,dyut9 cheui2,"
",,,,
夺得,dyut9 dak7,"
",,,,
夺金,dyut9 gam1,"
",,,,
夺冠,dyut9 gun3,"
",,,,
夺眶而出,dyut9 hong1 yi4 cheut7,"
",,,,
夺权,dyut9 kyun4,"
",,,,
夺目,dyut9 muk9,"
",,,,
夺门,dyut9 mun4,"
",,,,
夺门而入,dyut9 mun4 yi4 yap9,"
",,,,
夺魂,dyut9 wan4,"
",,,,
AA制,ei1 ei1 jai3,"各付各的，各人分摊费用
",,,,
A货,ei1 fo3,"假货
",,,,
M巾,em1 gan1,"卫生巾，卫生棉
",,,,
安哥,en1 ko1,"加演，返场，安可，再来一个
",,,,
花苞,fa1 baau1,"
",,,,
花圃,fa1 bou2,"
",,,,
花朵,fa1 do2,"
",,,,
花档,fa1 dong3,"花店
",,,,
花花世界,fa1 fa1 sai3 gaai3,"
",,,,
花瓣,fa1 faan6,"
",,,,
花费不赀,fa1 fai3 bat7 ji1,"
",,,,
花弗,fa1 fit7,"夸耀，花俏
",,,,
花款,fa1 fun2,"花样，款式，式样，花色
",,,,
花假,fa1 ga2,"虚假的，虚伪的，虚有其表的
",,,,
花街,fa1 gaai1,"花市
",,,,
花墟,fa1 heui1,"花卉市场，年货市集，年宵市场
",,,,
花腔,fa1 hong1,"
",,,,
花红,fa1 hung4,"红利，利润，利息，奖金
",,,,
花圈,fa1 hyun1,"
",,,,
花樽,fa1 jeun1,"花瓶
",,,,
花招,fa1 jiu1,"
",,,,
花旗,fa1 kei4,"美国的
",,,,
花旗参,fa1 kei4 sam1,"西洋参
",,,,
花冧,fa1 lam1,"花蕾，蓓蕾，花骨朵
",,,,
花柳,fa1 lau5,"梅毒
",,,,
花柳病,fa1 lau5 beng6,"梅毒
",,,,
花僆,fa1 leng1,"年轻小伙子
",,,,
花僆仔,fa1 leng1 jai2,"年轻小伙子
",,,,
花僆女,fa1 leng1 neui2,"年轻小姑娘
",,,,
花蕾,fa1 leui5,"
",,,,
花哩花碌,fa1 li1 fa1 luk7,"花里胡哨，花斑斑
",,,,
花哩碌,fa1 li1 luk7,"花里胡哨，色彩斑驳，花花绿绿，五颜六色
",,,,
花哩胡碌,fa1 li1 wu4 luk7,"花里胡哨，花斑斑
",,,,
花名,fa1 meng2,"外号，绰号
",,,,
花瓶,fa1 ping4,"
",,,,
花铺,fa1 pou2,"花店
",,,,
花洒,fa1 sa2,"喷头，莲蓬头
",,,,
花哨,fa1 saau3,"
",,,,
花心,fa1 sam1,"爱情不专一，三心两意，见异思迁
",,,,
花心大少,fa1 sam1 daai6 siu3,"贪色的年轻阔少
",,,,
花心萝卜,fa1 sam1 lo4 baak9,"花花公子
",,,,
花臣,fa1 san2,"式样，花样，时髦
",,,,
花生,fa1 sang1,"
",,,,
花生骚,fa1 sang1 sou1,"时装表演
",,,,
花生糖,fa1 sang1 tong2,"花生仁儿糖块儿
",,,,
花生肉,fa1 sang1 yuk9,"花生米
",,,,
花手巾,fa1 sau2 gan1,"斗鱼
",,,,
花絮,fa1 seui5,"
",,,,
花市,fa1 si5,"花卉市场，年货市集，年宵市场
",,,,
花士令,fa1 si6 ling2,"凡士林
",,,,
花城,fa1 sing4,"广州别称
",,,,
花卉,fa1 wai2,"
",,,,
花王,fa1 wong4,"园丁，花匠
",,,,
花蕊,fa1 yeui5,"
",,,,
花园,fa1 yun2,"
",,,,
化鸱为凤,fa3 chi1 wai4 fung6,"
",,,,
化纤,fa3 chim1,"
",,,,
化纤厂,fa3 chim1 chong2,"
",,,,
化敌为友,fa3 dik9 wai4 yau5,"
",,,,
化繁为简,fa3 faan4 wai4 gaan2,"
",,,,
化肥,fa3 fei4,"
",,,,
化肥厂,fa3 fei4 chong2,"
",,,,
化腐朽为神奇,fa3 fu6 nau2 wai4 san4 kei4,"
",,,,
化灰都认得,fa3 fui1 dou1 ying6 dak7,"认得出来
",,,,
化解,fa3 gaai2,"
",,,,
化干戈为玉帛,fa3 gon1 gwo1 wai4 yuk9 baak9,"
",,,,
化工,fa3 gung1,"
",,,,
化工厂,fa3 gung1 chong2,"
",,,,
化合物,fa3 hap9 mat9,"
",,,,
化险为夷,fa3 him2 wai4 yi4,"
",,,,
化学,fa3 hok9,"
",,,,
化学,fa3 hok9,"质量差，不结实，不耐用，靠不住，质次，易坏，易碎，脆弱
",,,,
化学品,fa3 hok9 ban2,"
",,,,
化学变化,fa3 hok9 bin3 fa3,"
",,,,
化学纤维,fa3 hok9 chim1 wai4,"
",,,,
化学反应,fa3 hok9 faan2 ying3,"
",,,,
化学肥料,fa3 hok9 fei4 liu6,"
",,,,
化学家,fa3 hok9 ga1,"
",,,,
化学工厂,fa3 hok9 gung1 chong2,"
",,,,
化学工业,fa3 hok9 gung1 yip9,"
",,,,
化学作用,fa3 hok9 jok8 yung6,"
",,,,
化学武器,fa3 hok9 mou5 hei3,"
",,,,
化学平衡,fa3 hok9 ping4 hang4,"
",,,,
化学式,fa3 hok9 sik7,"
",,,,
化学元素,fa3 hok9 yun4 sou3,"
",,,,
化妆,fa3 jong1,"
",,,,
化装,fa3 jong1,"
",,,,
化妆品,fa3 jong1 ban2,"
",,,,
化装舞会,fa3 jong1 mou5 wui6,"
",,,,
化妆室,fa3 jong1 sat7,"
",,,,
化妆箱,fa3 jong1 seung1,"
",,,,
化妆台,fa3 jong1 toi4,"
",,,,
化名,fa3 ming4,"
",,,,
化武,fa3 mou5,"
",,,,
化外,fa3 ngoi6,"
",,,,
化外之民,fa3 ngoi6 ji1 man4,"
",,,,
化浓妆,fa3 nung4 jong1,"
",,,,
化身,fa3 san1,"
",,,,
化石,fa3 sek9,"
",,,,
化算,fa3 syun3,"划算，合算，上算，划得来
",,,,
化为,fa3 wai4,"
",,,,
化为泡影,fa3 wai4 pou5 ying2,"
",,,,
化为乌有,fa3 wai4 wu1 yau5,"
",,,,
化验,fa3 yim6,"
",,,,
化验品,fa3 yim6 ban2,"
",,,,
化验室,fa3 yim6 sat7,"
",,,,
快劳,faai1 lou2,"文档，文件，档案
",,,,
快脆,faai3 cheui3,"快，利索，快速，迅速，赶紧，赶快，快当
",,,,
快速,faai3 chuk7,"
",,,,
快递,faai3 dai6,"
",,,,
快啲行喇,faai3 di1 haang4 la3,"快点走吧
",,,,
快啲好翻,faai3 di1 hou2 faan1,"早日康复
",,,,
快啲啦！,faai3 di1 la1,"快点吧！
",,,,
快啲,faai3 dit7,"快一点
",,,,
快快脆脆,faai3 faai3 cheui3 cheui3,"快快，赶忙
",,,,
快感,faai3 gam2,"
",,,,
快高长大,faai3 gou1 jeung2 daai6,"快快长大成人
",,,,
快过打针,faai3 gwo3 da2 jam1,"极快，很快，效率高，功效快，效率真高，功效特快
",,,,
筷子,faai3 ji2,"
",,,,
快捷,faai3 jit9,"
",,,,
傀儡,faai3 leui5,"
",,,,
傀儡戏,faai3 leui5 hei3,"
",,,,
傀儡政府,faai3 leui5 jing3 fu2,"
",,,,
傀儡政权,faai3 leui5 jing3 kyun4,"
",,,,
快乐,faai3 lok9,"
",,,,
快马,faai3 ma5,"快
",,,,
快马啲,faai3 ma5 di1,"快点，快点儿，动作快点，手脚麻利点儿
",,,,
块面红红哋,faai3 min6 hung4 hung4 dei2,"脸红红的
",,,,
快手,faai3 sau2,"快，迅速，麻利，手脚快，动作快，行动迅速
",,,,
快手啲,faai3 sau2 di1,"快点，快点儿，动作快点，手脚麻利点儿
",,,,
快手快脚,faai3 sau2 faai3 geuk8,"迅速，快点，动作快，做事快，动作麻利
",,,,
快艇,faai3 teng5,"
",,,,
快人快语,faai3 yan4 faai3 yu5,"
",,,,
[拂],faak8,"打，抽打，鞭打，乱打，搅打，搅和
",,,,
拂蛋,faak8 daan2,"打蛋，搅拌鸡蛋
",,,,
拂蛋器,faak8 daan2 hei3,"打蛋器，搅拌机
",,,,
拂鸡蛋,faak8 gai1 daan2,"搅和鸡蛋
",,,,
拂水蛋,faak8 seui2 daan2,"鸡蛋羹
",,,,
翻,faan1,"回，返
",,,,
番鸭,faan1 aap8,"旱鸭
",,,,
翻版,faan1 baan2,"盗版
",,,,
番邦,faan1 bong1,"
",,,,
翻抄,faan1 chaau1,"再制，再生
",,,,
翻草,faan1 chou2,"反刍
",,,,
番地,faan1 dei6,"
",,,,
翻到,faan1 dou3,"回到
",,,,
翻房,faan1 fong2,"回房间
",,,,
翻房瞓,faan1 fong2 fan3,"回房间睡觉
",,,,
翻风,faan1 fung1,"刮风，起风
",,,,
翻风落雨,faan1 fung1 lok9 yu5,"刮风下雨
",,,,
番枧,faan1 gaan2,"肥皂
",,,,
番枧泡,faan1 gaan2 pou5,"肥皂泡，肥皂泡儿
",,,,
番狗,faan1 gau2,"哈巴狗
",,,,
翻供,faan1 gung1,"
",,,,
翻工,faan1 gung1,"上班
",,,,
翻公司,faan1 gung1 si1,"回公司
",,,,
番瓜,faan1 gwa1,"南瓜
",,,,
番鬼,faan1 gwai2,"蛮不讲理，凶狠恶毒，刁蛮
",,,,
番鬼,faan1 gwai2,"西洋的，西洋人
",,,,
番鬼仔,faan1 gwai2 jai2,"西洋小孩，外国男孩，外国小孩
",,,,
番鬼佬,faan1 gwai2 lou2,"西洋人，洋鬼子，外国人，老外
",,,,
番鬼佬凉茶,faan1 gwai2 lou2 leung4 cha4,"啤酒
",,,,
番鬼妹,faan1 gwai2 mui1,"外国少女，外国姑娘，外国女孩
",,,,
番鬼婆,faan1 gwai2 po2,"外国妇女，老外
",,,,
番国,faan1 gwok8,"
",,,,
反客为主,faan1 haak8 wai4 jyu2,"
",,,,
翻去,faan1 heui3,"回去
",,,,
翻乡下,faan1 heung1 ha6,"回乡下
",,,,
翻学,faan1 hok9,"上学
",,,,
番族,faan1 juk9,"
",,,,
翻转头,faan1 jyun3 tau4,"回头，掉头，往回
",,,,
翻转头再嚟,faan1 jyun3 tau4 joi3 lei4,"回头再来
",,,,
番茄,faan1 ke2,"番茄，西红柿
",,,,
番茄酱,faan1 ke4 jeung3,"
",,,,
翻企,faan1 kei2,"回家
",,,,
翻嚟,faan1 lei4,"回来
",,,,
翻唔切,faan1 m4 chit8,"赶不回来，赶不回去
",,,,
翻唔到去,faan1 m4 dou3 heui3,"回不到，回去不了
",,,,
翻唔到转头,faan1 m4 dou3 jyun3 tau4,"回不了头
",,,,
翻面,faan1 min6,"翻脸
",,,,
翻屋企,faan1 nguk7 kei2,"回家
",,,,
翻晒面,faan1 saai3 min6,"翻脸
",,,,
翻生,faan1 saang1,"复活
",,,,
番石榴,faan1 sek9 lau4,"
",,,,
番石榴,faan1 sek9 lau4,"石榴
",,,,
番薯,faan1 syu2,"地瓜，白薯，红薯，甘薯，蕃薯
",,,,
番薯糖,faan1 syu4 tong2,"糖水白薯
",,,,
番摊,faan1 taan1,"摇摊
",,,,
翻头嫁,faan1 tau4 ga3,"再嫁
",,,,
番话,faan1 wa2,"
",,,,
番话,faan1 wa2,"外语
",,,,
番人,faan1 yan4,"
",,,,
翻译,faan1 yik9,"
",,,,
翻译家,faan1 yik9 ga1,"
",,,,
翻译者,faan1 yik9 je2,"
",,,,
番芫茜,faan1 yun4 sai1,"香芹，洋香菜
",,,,
反,faan2,"开玩笑，闹，玩儿
",,,,
犯,faan2,"犯人
",,,,
反败为胜,faan2 baai6 wai4 sing3,"
",,,,
反比,faan2 bei2,"
",,,,
反驳,faan2 bok8,"
",,,,
反哺,faan2 bou6,"
",,,,
反叛,faan2 bun6,"
",,,,
反差,faan2 cha1,"
",,,,
反切,faan2 chit8,"
",,,,
反刍动物,faan2 cho1 dung6 mat9,"
",,,,
反串,faan2 chyun3,"
",,,,
反弹,faan2 daan6,"
",,,,
反弹力,faan2 daan6 lik9,"
",,,,
反斗,faan2 dau2,"顽皮，调皮，淘气，捣蛋，好动，好闹
",,,,
反斗星,faan2 dau2 sing1,"调皮蛋，捣蛋鬼，淘气鬼
",,,,
反对,faan2 deui3,"
",,,,
反对党,faan2 deui3 dong2,"
",,,,
反对者,faan2 deui3 je2,"
",,,,
反倒,faan2 dou3,"
",,,,
反动,faan2 dung6,"
",,,,
反动分子,faan2 dung6 fan6 ji2,"
",,,,
反动派,faan2 dung6 paai3,"
",,,,
反瞓,faan2 fan3,"睡不安稳，睡觉不老实，睡觉不安宁
",,,,
反复,faan2 fuk7,"
",,,,
反感,faan2 gam2,"
",,,,
反击,faan2 gik7,"
",,,,
反攻,faan2 gung1,"
",,,,
反攻为守,faan2 gung1 wai4 sau2,"
",,,,
反馈,faan2 gwai6,"
",,,,
反骨,faan2 gwat7,"反叛，背叛，无情义，吃里扒外
",,,,
反骨仔,faan2 gwat7 jai2,"叛徒，白眼狼，忘恩负义的人，吃里扒外的货
",,,,
反骨无情,faan2 gwat7 mou4 ching4,"忘恩负义
",,,,
反光,faan2 gwong1,"
",,,,
反光镜,faan2 gwong1 geng3,"
",,,,
反核,faan2 hat9,"
",,,,
反口,faan2 hau2,"反悔，改口
",,,,
反口覆舌,faan2 hau2 fuk7 sit9,"不认前账，否认前言
",,,,
反向,faan2 heung3,"
",,,,
反制,faan2 jai3,"
",,,,
反之,faan2 ji1,"
",,,,
反之亦然,faan2 ji1 yik9 yin4,"
",,,,
反战,faan2 jin3,"
",,,,
反战分子,faan2 jin3 fan6 ji2,"
",,,,
反正,faan2 jing3,"
",,,,
反咗肚,faan2 jo2 tou5,"死了
",,,,
反其道而行之,faan2 kei4 dou6 yi4 hang4 ji1,"
",,,,
反诘,faan2 kit8,"
",,,,
反抗,faan2 kong3,"
",,,,
反抗军,faan2 kong3 gwan1,"
",,,,
反问,faan2 man6,"
",,,,
反面,faan2 min2,"翻脸
",,,,
反面唔认人,faan2 min2 m4 ying6 yan4,"翻脸不认人
",,,,
反咬,faan2 ngaau5,"
",,,,
反咬一口,faan2 ngaau5 yat7 hau2,"
",,,,
反扑,faan2 pok8,"
",,,,
返璞归真,faan2 pok8 gwai1 jan1,"
",,,,
反修,faan2 sau1,"
",,,,
反守为攻,faan2 sau2 wai4 gung1,"
",,,,
反射,faan2 se6,"
",,,,
反射光,faan2 se6 gwong1,"
",,,,
反常,faan2 seung4,"
",,,,
反思,faan2 si1,"
",,,,
反时钟方向,faan2 si4 jung1 fong1 heung3,"
",,,,
反坦克,faan2 taan2 hak7,"
",,,,
反肚,faan2 tou5,"死
",,,,
反胃,faan2 wai6,"
",,,,
反胃,faan2 wai6,"恶心，作呕，不消化
",,,,
反而,faan2 yi4,"
",,,,
反映,faan2 ying2,"
",,,,
反应,faan2 ying3,"
",,,,
反应过度,faan2 ying3 gwo3 dou6,"
",,,,
贩毒,faan3 duk9,"
",,,,
贩夫走卒,faan3 fu1 jau2 jeut7,"
",,,,
贩卖,faan3 maai6,"
",,,,
贩卖部,faan3 maai6 bou6,"
",,,,
贩卖机,faan3 maai6 gei1,"
",,,,
贩卖人口,faan3 maai6 yan4 hau2,"
",,,,
贩售,faan3 sau6,"
",,,,
贩运,faan3 wan6,"
",,,,
繁多,faan4 do1,"
",,,,
烦到死,faan4 dou3 sei2,"烦死了，真叫人心烦
",,,,
繁花似锦,faan4 fa1 chi5 gam2,"
",,,,
繁分数,faan4 fan1 sou3,"
",,,,
凡夫俗子,faan4 fu1 juk9 ji2,"
",,,,
凡系,faan4 hai6,"凡是
",,,,
繁杂,faan4 jaap9,"
",,,,
繁殖,faan4 jik9,"
",,,,
繁殖力,faan4 jik9 lik9,"
",,,,
凡例,faan4 lai6,"
",,,,
樊篱,faan4 lei4,"
",,,,
藩篱,faan4 lei4,"
",,,,
繁乱,faan4 lyun6,"
",,,,
繁文,faan4 man4,"
",,,,
繁文缛节,faan4 man4 yuk9 jit8,"
",,,,
繁密,faan4 mat9,"
",,,,
繁茂,faan4 mau6,"
",,,,
繁忙,faan4 mong4,"
",,,,
繁难,faan4 naan4,"
",,,,
烦恼,faan4 nou5,"
",,,,
繁碎,faan4 seui3,"
",,,,
繁星,faan4 sing1,"
",,,,
繁星点点,faan4 sing1 dim2 dim2,"
",,,,
繁盛,faan4 sing6,"
",,,,
繁琐,faan4 so2,"
",,,,
藩属,faan4 suk9,"
",,,,
繁体字,faan4 tai2 ji6,"
",,,,
繁华,faan4 wa4,"
",,,,
繁荣,faan4 wing4,"
",,,,
繁荣昌盛,faan4 wing4 cheung1 sing6,"
",,,,
凡人,faan4 yan4,"
",,,,
繁衍,faan4 yin2,"
",,,,
繁育,faan4 yuk9,"
",,,,
饭煲,faan6 bou1,"饭锅，煮饭的锅
",,,,
范本,faan6 bun2,"
",,,,
饭钵,faan6 but8,"
",,,,
饭铲,faan6 chaan2,"锅铲
",,,,
饭铲头,faan6 chaan2 tau4,"眼睛蛇
",,,,
范畴,faan6 chau4,"
",,,,
范畴,faan6 chau4,"
",,,,
饭匙,faan6 chi4,"
",,,,
犯错,faan6 cho3,"
",,,,
饭菜,faan6 choi3,"
",,,,
饭店,faan6 dim3,"
",,,,
饭袋,faan6 doi6,"
",,,,
饭脚,faan6 geuk8,"剩饭底子，碗底子
",,,,
饭盖,faan6 goi3,"锅盖，饭锅的盖
",,,,
饭局,faan6 guk9,"
",,,,
饭馆,faan6 gun2,"
",,,,
饭盒,faan6 hap9,"盒饭，便当
",,,,
饭壳,faan6 hok8,"勺子
",,,,
饭壳,faan6 hok8,"饭勺
",,,,
犯罪,faan6 jeui6,"
",,,,
饭焦,faan6 jiu1,"锅巴
",,,,
犯众憎,faan6 jung3 jang1,"犯众怒，引起公愤，人人憎恨，令众人憎恶，讨人厌
",,,,
范例,faan6 lai6,"
",,,,
范例,faan6 lai6,"
",,,,
饭量,faan6 leung6,"
",,,,
范文,faan6 man4,"
",,,,
饭粒,faan6 nap7,"
",,,,
饭票,faan6 piu3,"
",,,,
范式,faan6 sik7,"
",,,,
饭餸,faan6 sung3,"饭菜
",,,,
饭厅,faan6 teng1,"食堂
",,,,
饭枱,faan6 toi2,"餐桌
",,,,
饭汤,faan6 tong1,"米汤
",,,,
饭堂,faan6 tong4,"食堂
",,,,
饭桶,faan6 tung2,"
",,,,
饭团,faan6 tyun4,"
",,,,
范围,faan6 wai4,"
",,,,
饭锅,faan6 wo1,"
",,,,
饭碗,faan6 wun2,"
",,,,
犯人,faan6 yan4,"
",,,,
发白日梦,faat8 baak9 yat9 mung6,"做白日梦，作白日梦
",,,,
法包,faat8 baau1,"法国面包，法式长棍面包
",,,,
发表,faat8 biu2,"
",,,,
发表伟论,faat8 biu2 wai5 leun6,"
",,,,
发疹,faat8 chan2,"
",,,,
发祥地,faat8 cheung4 dei6,"
",,,,
发出挑战,faat8 cheut7 tiu1 jin3,"
",,,,
发矢,faat8 chi2,"
",,,,
发钱寒,faat8 chin2 hon4,"财迷心窍，渴望发财，想钱想疯了
",,,,
发菜,faat8 choi3,"
",,,,
发带,faat8 daai3,"
",,,,
发达,faat8 daat9,"
",,,,
发达,faat8 daat9,"发财，暴发
",,,,
发癫,faat8 din1,"发疯
",,,,
发电,faat8 din6,"
",,,,
发电场,faat8 din6 cheung4,"
",,,,
发电厂,faat8 din6 chong2,"
",,,,
发电机,faat8 din6 gei1,"
",,,,
发动,faat8 dung6,"
",,,,
发花癫,faat8 fa1 din1,"发疯
",,,,
发火,faat8 fo2,"发脾气
",,,,
发疯,faat8 fung1,"
",,,,
发风,faat8 fung1,"痲疯病，发麻风病
",,,,
发夹,faat8 gaap2,"头发夹子
",,,,
发夹,faat8 gaap8,"
",,,,
发酵,faat8 gaau3,"
",,,,
发酵粉,faat8 gaau3 fan2,"
",,,,
发鸡盲,faat8 gai1 maang4,"患夜盲症
",,,,
发髻,faat8 gai3,"
",,,,
发根,faat8 gan1,"
",,,,
发惊青,faat8 geng1 cheng1,"慌张，惊慌，害怕，恐慌，担心，惊恐，胆怯，发慌，发怵，易受惊，急不可待，惊恐万分，惊慌失措，忐忑不安
",,,,
发脚,faat8 geuk8,"发边，发际
",,,,
发高烧,faat8 gou1 siu1,"
",,,,
法官,faat8 gun1,"
",,,,
发掘,faat8 gwat9,"
",,,,
法国鬼,faat8 gwok8 gwai2,"法国人
",,,,
发光,faat8 gwong1,"发亮，发出亮光
",,,,
发吓姣气,faat8 ha5 haau4 hei3,"抖抖威风
",,,,
发姣,faat8 haau4,"卖俏，发情，发浪
",,,,
发起,faat8 hei2,"
",,,,
发㷫,faat8 hing3,"发怒
",,,,
发㷫,faat8 hing3,"发烧
",,,,
发开口梦,faat8 hoi1 hau2 mung6,"说梦话
",,,,
发仔寒,faat8 jai2 hon4,"渴望生儿子
",,,,
发针,faat8 jam1,"
",,,,
发酒癫,faat8 jau2 din1,"发酒疯
",,,,
发怵,faat8 jeut7,"
",,,,
发展,faat8 jin2,"
",,,,
发展中,faat8 jin2 jung1,"
",,,,
发怔,faat8 jing1,"
",,,,
发咗一个梦,faat8 jo2 yat7 go3 mung6,"做了一个梦
",,,,
发困,faat8 kwan3,"
",,,,
发烂渣,faat8 laan6 ja2,"撒野，发飙，蛮横，放泼，发脾气，无理取闹，蛮不讲理
",,,,
发冷,faat8 laang5,"打摆子，发疟子
",,,,
发蜡,faat8 laap9,"
",,,,
法律,faat8 leut9,"
",,,,
发啷厉,faat8 long1 lai2,"撒野，发脾气，大发雷霆
",,,,
发狼戾,faat8 long1 lai2,"发脾气，大发雷霆，翻脸撒野
",,,,
珐琅,faat8 long4,"
",,,,
发廊,faat8 long4,"理发店
",,,,
珐琅质,faat8 long4 jat7,"
",,,,
发牢骚,faat8 lou4 sou1,"
",,,,
发老脾,faat8 lou5 pei2,"发火，冒火，发怒，动怒，生气，发脾气
",,,,
发老婆寒,faat8 lou5 po4 hon4,"渴望娶老婆
",,,,
发茅,faat8 maau4,"撒野，发疯
",,,,
发𤷪𤺧,faat8 mang2 jang2,"发火，发脾气
",,,,
发尾,faat8 mei5,"发梢，发尖
",,,,
发明,faat8 ming4,"
",,,,
发网,faat8 mong5,"
",,,,
发毛,faat8 mou1,"长霉，发霉
",,,,
发木独,faat8 muk9 duk9,"发愣，发呆
",,,,
发梦,faat8 mung6,"做梦
",,,,
发梦都未见过,faat8 mung6 dou1 mei6 gin3 gwo3,"做梦也没有见过
",,,,
发嬲,faat8 nau1,"生气
",,,,
发芽,faat8 nga4,"
",,,,
发牙痕,faat8 nga4 han4,"多嘴，闲谈，罗嗦，啰唆，唠叨，东拉西扯
",,,,
发喑话,faat8 ngam6 wa6,"说梦话，说昏话
",,,,
发噏风,faat8 ngap7 fung1,"胡说八道，胡言乱语
",,,,
发吽哣,faat8 ngau6 dau6,"发愣，发呆
",,,,
发恶,faat8 ngok8,"发火儿，发怒，发脾气
",,,,
发噩梦,faat8 ngok9 mung6,"做恶梦，做噩梦
",,,,
发怒,faat8 nou6,"
",,,,
发票,faat8 piu3,"
",,,,
发泡胶,faat8 pou5 gaau1,"泡沫塑料，发泡塑料
",,,,
发泡胶盒,faat8 pou5 gaau1 hap2,"发泡塑料盒儿
",,,,
发痧,faat8 sa1,"
",,,,
发晒老脾,faat8 saai3 lou5 pei2,"发脾气，大发雷霆，勃然大怒
",,,,
发细路哥脾气,faat8 sai3 lou2 go1 pei4 hei3,"耍小孩子脾气
",,,,
发誓,faat8 sai6,"
",,,,
发神经,faat8 san4 ging1,"神经病，疯了，发疯
",,,,
发生,faat8 sang1,"
",,,,
发射,faat8 se6,"
",,,,
发丝,faat8 si1,"
",,,,
发市,faat8 si5,"开市，买卖兴隆
",,,,
发泄,faat8 sit8,"
",,,,
发烧,faat8 siu1,"
",,,,
发烧友,faat8 siu1 yau2,"狂热者，迷恋者
",,,,
发送,faat8 sung3,"
",,,,
发书寒,faat8 syu1 hon4,"渴望看书，真想看书
",,,,
法庭,faat8 ting4,"
",,,,
发瘟,faat8 wan1,"发疯，疯了
",,,,
发瘟鸡,faat8 wan1 gai1,"傻子，疯子，神经病
",,,,
发晕,faat8 wan4,"
",,,,
发音,faat8 yam1,"
",,,,
发油,faat8 yau4,"
",,,,
法裔,faat8 yeui6,"
",,,,
发羊吊,faat8 yeung4 diu3,"癫痫，羊痫风，癫痫病，羊角风，发羊痫风，发羊角风，癫痫发作，患了癫痫病，癫痫病发作
",,,,
发炎,faat8 yim4,"
",,,,
发言人,faat8 yin4 yan4,"
",,,,
发现,faat8 yin6,"
",,,,
发型,faat8 ying4,"
",,,,
发型屋,faat8 ying4 nguk7,"理发店
",,,,
发型师,faat8 ying4 si1,"
",,,,
发热,faat8 yit9,"
",,,,
挥别,fai1 bit9,"
",,,,
挥春,fai1 cheun1,"春联
",,,,
挥刀,fai1 dou1,"
",,,,
挥发,fai1 faat8,"
",,,,
挥霍,fai1 fok8,"
",,,,
挥霍无度,fai1 fok8 mou4 dou6,"
",,,,
挥金如土,fai1 gam1 yu4 tou2,"
",,,,
挥剑,fai1 gim3,"
",,,,
徽章,fai1 jeung1,"
",,,,
挥之不去,fai1 ji1 bat7 heui3,"
",,,,
挥拳,fai1 kyun4,"
",,,,
挥泪,fai1 leui6,"
",,,,
挥手,fai1 sau2,"
",,,,
辉煌,fai1 wong4,"
",,,,
废,fai3,"无能，没用，窝囊，腐朽，窝囊废
",,,,
废,fai3,"窝囊
",,,,
肺,fai3,"肺脏
",,,,
肺部,fai3 bou6,"
",,,,
废柴,fai3 chaai4,"废物，没用的人
",,,,
肺动脉,fai3 dung6 mak9,"
",,,,
狒狒,fai3 fai3,"
",,,,
肺腑,fai3 fu2,"
",,,,
肺腑之言,fai3 fu2 ji1 yin4,"
",,,,
费劲,fai3 ging6,"
",,,,
肺结核,fai3 git8 hat9,"
",,,,
费鬼事睬你,fai3 gwai2 si6 choi2 nei5,"不理你啦！
",,,,
废弃物,fai3 hei3 mat9,"
",,,,
废墟,fai3 heui1,"
",,,,
肺静脉,fai3 jing6 mak9,"
",,,,
肺脏,fai3 jong6,"
",,,,
肺痨,fai3 lou4,"
",,,,
废物,fai3 mat9,"
",,,,
肺癌,fai3 ngaam4,"
",,,,
费事,fai3 si6,"懒得
",,,,
